iter	Passed	Remaining
679	20333	9568
680	20363	9538
681	20392	9508
682	20422	9478
683	20453	9449
684	20482	9419
685	20514	9389
686	20543	9359
687	20570	9328
688	20599	9298
689	20629	9268
690	20657	9237
691	20686	9207
692	20713	9176
693	20742	9145
694	20772	9115
695	20802	9086
696	20830	9055
697	20858	9024
698	20888	8995
699	20918	8965
700	20946	8934
701	20973	8903
702	21003	8873
703	21033	8843
704	21063	8813
705	21092	8783
706	21122	8753
707	21150	8722
708	21180	8693
709	21208	8662
710	21237	8632
711	21267	8602
712	21297	8572
713	21329	8543
714	21360	8514
715	21389	8484
716	21418	8454
717	21449	8424
718	21478	8394
719	21508	8364
720	21535	8333
721	21566	8303
722	21595	8273
723	21625	8243
724	21656	8214
725	21685	8184
726	21712	8153
727	21743	8124
728	21773	8094
729	21804	8064
730	21835	8035
731	21868	8006
732	21902	7977
733	21931	7948
734	21964	7919
735	21996	7889
736	22025	7859
737	22056	7830
738	22085	7800
739	22117	7771
740	22147	7741
741	22177	7711
742	22206	7681
743	22235	7650
744	22265	7620
745	22294	7590
746	22322	7560
747	22353	7530
748	22382	7500
749	22413	7471
750	22441	7440
751	22471	7410
752	22501	7380
753	22531	7351
754	22561	7321
755	22592	7291
756	22620	7261
757	22648	7230
758	22678	7200
759	22709	7171
760	22739	7141
761	22768	7111
762	22800	7082
763	22828	7051
764	22857	7021
765	22886	6991
766	22917	6961
767	22948	6932
768	22979	6902
769	23007	6872
770	23035	6842
771	23066	6812
772	23097	6782
773	23128	6753
774	23158	6723
775	23189	6693
776	23216	6663
777	23247	6633
778	23275	6603
779	23307	6573
780	23333	6543
781	23362	6512
782	23394	6483
783	23425	6453
784	23455	6424
785	23485	6394
786	23514	6364
787	23543	6334
788	23573	6304
789	23601	6273
790	23630	6243
791	23661	6214
792	23691	6184
793	23723	6154
794	23752	6124
795	23782	6094
796	23811	6064
797	23841	6034
798	23869	6004
799	23899	5974
800	23929	5945
801	23958	5914
802	23988	5885
803	24018	5855
804	24047	5825
805	24076	5795
